query,name,site,type,subtypes,category,phone,full_address,borough,street,city,postal_code,state,us_state,country,country_code,latitude,longitude,time_zone,plus_code,area_service,rating,reviews,reviews_link,reviews_tags,reviews_per_score,reviews_per_score_1,reviews_per_score_2,reviews_per_score_3,reviews_per_score_4,reviews_per_score_5,photos_count,photo,street_view,located_in,working_hours,working_hours_old_format,other_hours,popular_times,business_status,about,range,posts,logo,description,verified,owner_id,owner_title,owner_link,reservation_links,booking_appointment_link,menu_link,order_links,location_link,place_id,google_id,cid,reviews_id,located_google_id, telegram_username
"car service, Kuala Lumpur, Kuala Lumpur, Malaysia",Pro One Car Service Centre,https://www.facebook.com/ProOneCarServiceCentre/,Chauffeur service,"Chauffeur service, Car repair and maintenance service",Chauffeur service,+60 12-270 2328,"Block A, No. 11, A105, Jalan Sepadu, Taman United, 58200 Kuala Lumpur",Taman United,"Block A, No. 11, A105, Jalan Sepadu",Kuala Lumpur,58200,Federal Territory of Kuala Lumpur,,Malaysia,MY,3.0834268,101.6746607,Asia/Kuala_Lumpur,,FALSE,4.9,13,"https://search.google.com/local/reviews?placeid=ChIJGR5CNrVLzDER-gtWeSiDZh8&q=car+service,+Kuala+Lumpur,+Kuala+Lumpur,+Malaysia&authuser=0&hl=en&gl=MY",,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 1, ""5"": 12}",0,0,0,1,12,29,https://lh5.googleusercontent.com/p/AF1QipMY9MH6EYASrAUfQexxWHeuAHtB23fWSl-FUl-a=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMY9MH6EYASrAUfQexxWHeuAHtB23fWSl-FUl-a=w1600-h1000-k-no,,"{""Monday"": ""9:30 am-7 pm"", ""Tuesday"": ""9:30 am-7 pm"", ""Wednesday"": ""9:30 am-7 pm"", ""Thursday"": ""9:30 am-7 pm"", ""Friday"": ""9:30 am-7 pm"", ""Saturday"": ""9:30 am-7 pm"", ""Sunday"": ""Closed""}",Monday: 9:30 am-7 pm | Tuesday: 9:30 am-7 pm | Wednesday: 9:30 am-7 pm | Thursday: 9:30 am-7 pm | Friday: 9:30 am-7 pm | Saturday: 9:30 am-7 pm | Sunday: Closed,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible car park"": false}}",,,https://lh5.googleusercontent.com/-1AqUP1SFoeg/AAAAAAAAAAI/AAAAAAAAAAA/S2GKCf3p2kY/s44-p-k-no-ns-nd/photo.jpg,,TRUE,114662880451670743354,Pro One Car Service Centre,https://www.google.com/maps/contrib/114662880451670743354,,,,,"https://www.google.com/maps/place/Pro+One+Car+Service+Centre/@3.0834268,101.67466069999999,14z/data=!4m8!1m2!2m1!1sPro+One+Car+Service+Centre!3m4!1s0x31cc4bb536421e19:0x1f66832879560bfa!8m2!3d3.0834268!4d101.67466069999999",ChIJGR5CNrVLzDER-gtWeSiDZh8,0x31cc4bb536421e19:0x1f66832879560bfa,2262640072657865722,2262640072657865722,,
"car service, Kuala Lumpur, Kuala Lumpur, Malaysia",Tan Chong Ekspres Auto Servis Sdn. Bhd.(TCEAS) @ Chan Sow Lin,,Auto repair shop,Auto repair shop,Auto repair shop,+60 3-9222 0802,"Wilayah Persekutuan, No 438, Jalan Dua, Off, Jalan Chan Sow Lin, Chan Sow Lin, 55200 Kuala Lumpur",Chan Sow Lin,"Wilayah Persekutuan, No 438, Jalan Dua, Off, Jalan Chan Sow Lin",Kuala Lumpur,55200,Federal Territory of Kuala Lumpur,,Malaysia,MY,3.1217416,101.7143172,Asia/Kuala_Lumpur,,FALSE,3.9,100,"https://search.google.com/local/reviews?placeid=ChIJH2LFTRs2zDERmzLmD8ZyyaM&q=car+service,+Kuala+Lumpur,+Kuala+Lumpur,+Malaysia&authuser=0&hl=en&gl=MY",,"{""1"": 12, ""2"": 4, ""3"": 12, ""4"": 24, ""5"": 48}",12,4,12,24,48,32,https://lh5.googleusercontent.com/p/AF1QipMXT5pbHHlMVaKBnACXwjmD6dPU9TU96W7LeIXC=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMXT5pbHHlMVaKBnACXwjmD6dPU9TU96W7LeIXC=w1600-h1000-k-no,,,,,,OPERATIONAL,"{""Amenities"": {""Toilets"": true}}",,,,,FALSE,None,Tan Chong Ekspres Auto Servis Sdn. Bhd.(TCEAS) @ Chan Sow Lin,,,,,,"https://www.google.com/maps/place/Tan+Chong+Ekspres+Auto+Servis+Sdn.+Bhd.%28TCEAS%29+%40+Chan+Sow+Lin/@3.1217416,101.7143172,14z/data=!4m8!1m2!2m1!1sTan+Chong+Ekspres+Auto+Servis+Sdn.+Bhd.%28TCEAS%29+%40+Chan+Sow+Lin!3m4!1s0x31cc361b4dc5621f:0xa3c972c60fe6329b!8m2!3d3.1217416!4d101.7143172",ChIJH2LFTRs2zDERmzLmD8ZyyaM,0x31cc361b4dc5621f:0xa3c972c60fe6329b,11802090493496930971,-6644653580212620645,,
"car service, Kuala Lumpur, Kuala Lumpur, Malaysia",Vagtune Work Sdn Bhd,https://www.facebook.com/pages/category/Automotive-Repair-Shop/Vagtune-Continental-Specialist-188087431935428/,Auto repair shop,Auto repair shop,Kedai Membaiki Kereta,+60 12-671 7637,"34, Jalan Kencana 20, Taman Kencana, 56100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",Taman Kencana,"34, Jalan Kencana 20",Kuala Lumpur,56100,Federal Territory of Kuala Lumpur,,Malaysia,MY,3.1181447,101.7498851,Asia/Kuala_Lumpur,,FALSE,4.7,25,"https://search.google.com/local/reviews?placeid=ChIJRZ8eRfU2zDERiWJZxis9t98&q=car+service,+Kuala+Lumpur,+Kuala+Lumpur,+Malaysia&authuser=0&hl=en&gl=MY",,"{""1"": 1, ""2"": 0, ""3"": 1, ""4"": 2, ""5"": 21}",1,0,1,2,21,330,https://lh5.googleusercontent.com/p/AF1QipNb_SNL-w3BVyAnlgS0eqPvspiPGmoX1HfGp5_E=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipNb_SNL-w3BVyAnlgS0eqPvspiPGmoX1HfGp5_E=w1600-h1000-k-no,,"{""Monday"": ""9 am-6:30 pm"", ""Tuesday"": ""9 am-6:30 pm"", ""Wednesday"": ""9 am-6:30 pm"", ""Thursday"": ""9 am-6:30 pm"", ""Friday"": ""9 am-6:30 pm"", ""Saturday"": ""9 am-6:30 pm"", ""Sunday"": ""Closed""}",Monday: 9 am-6:30 pm | Tuesday: 9 am-6:30 pm | Wednesday: 9 am-6:30 pm | Thursday: 9 am-6:30 pm | Friday: 9 am-6:30 pm | Saturday: 9 am-6:30 pm | Sunday: Closed,,,OPERATIONAL,"{""Offerings"": {""Oil change"": true}, ""Amenities"": {""Toilets"": true}, ""Payments"": {""Debit cards"": true, ""NFC mobile payments"": true, ""Credit cards"": true}}",,,https://lh3.googleusercontent.com/-2T70W-U-OsI/AAAAAAAAAAI/AAAAAAAAAAA/Iu_dlI3fACg/s44-p-k-no-ns-nd/photo.jpg,,TRUE,101223263776096028286,Vagtune Work Sdn Bhd,https://www.google.com/maps/contrib/101223263776096028286,,,,,"https://www.google.com/maps/place/Vagtune+Work+Sdn+Bhd/@3.1181446999999998,101.7498851,14z/data=!4m8!1m2!2m1!1sVagtune+Work+Sdn+Bhd!3m4!1s0x31cc36f5451e9f45:0xdfb73d2bc6596289!8m2!3d3.1181446999999998!4d101.7498851",ChIJRZ8eRfU2zDERiWJZxis9t98,0x31cc36f5451e9f45:0xdfb73d2bc6596289,16120420649416614537,-2326323424292937079,,
"car service, Kuala Lumpur, Kuala Lumpur, Malaysia",CK Lee Auto Repair Services Sdn. Bhd.,,Auto repair shop,Auto repair shop,Auto repair shop,+60 3-6250 3833,"No. 94, Jalan Metro Perdana Barat 12, Seri Edaran Light Industrial Park, 52100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",Seri Edaran Light Industrial Park,"No. 94, Jalan Metro Perdana Barat 12",Kuala Lumpur,52100,Federal Territory of Kuala Lumpur,,Malaysia,MY,3.2160557,101.6387785,Asia/Kuala_Lumpur,,FALSE,4.5,22,"https://search.google.com/local/reviews?placeid=ChIJk3kU_0FGzDERu3qOdgKUppk&q=car+service,+Kuala+Lumpur,+Kuala+Lumpur,+Malaysia&authuser=0&hl=en&gl=MY",,"{""1"": 0, ""2"": 0, ""3"": 2, ""4"": 6, ""5"": 14}",0,0,2,6,14,9,https://lh5.googleusercontent.com/p/AF1QipM50rI0XBrcxy3lKEGIELs3BCldmp4hoAqi0tyv=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipM50rI0XBrcxy3lKEGIELs3BCldmp4hoAqi0tyv=w1600-h1000-k-no,,,,,,OPERATIONAL,"{""Amenities"": {""Toilets"": true}}",,,,,FALSE,None,CK Lee Auto Repair Services Sdn. Bhd.,,,,,,"https://www.google.com/maps/place/CK+Lee+Auto+Repair+Services+Sdn.+Bhd./@3.2160557,101.6387785,14z/data=!4m8!1m2!2m1!1sCK+Lee+Auto+Repair+Services+Sdn.+Bhd.!3m4!1s0x31cc4641ff147993:0x99a69402768e7abb!8m2!3d3.2160557!4d101.6387785",ChIJk3kU_0FGzDERu3qOdgKUppk,0x31cc4641ff147993:0x99a69402768e7abb,11071699472236837563,-7375044601472714053,,
"car service, Kuala Lumpur, Kuala Lumpur, Malaysia",Ming Wah Car Cooler,https://www.facebook.com/Ming-Wah-Car-Cooler-101403161541168/,Auto Air-conditioning Service,Auto Air-conditioning Service,Auto air conditioning service,+60 3-2691 8332,"47, Jalan Dewan Sultan Sulaiman Satu, Off Jalan Tuanku Abdul Rahman, 50300, Kuala Lumpur, WP Kuala Lumpur",Chow Kit,"47, Jalan Dewan Sultan Sulaiman Satu, Off Jalan Tuanku Abdul Rahman, 50300, Kuala Lumpur, WP Kuala Lumpur",Kuala Lumpur,50300,Federal Territory of Kuala Lumpur,,Malaysia,MY,3.160562,101.6979778,Asia/Kuala_Lumpur,,FALSE,4.5,212,"https://search.google.com/local/reviews?placeid=ChIJBw_5_iVIzDERSXZyvc6JDKQ&q=car+service,+Kuala+Lumpur,+Kuala+Lumpur,+Malaysia&authuser=0&hl=en&gl=MY",,"{""1"": 7, ""2"": 2, ""3"": 9, ""4"": 48, ""5"": 146}",7,2,9,48,146,219,https://lh5.googleusercontent.com/p/AF1QipM7aWfjXxU5_hGziRoyfwF-cpu4kNYJ7cGRVu4w=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipM7aWfjXxU5_hGziRoyfwF-cpu4kNYJ7cGRVu4w=w1600-h1000-k-no,,"{""Monday"": ""8:30 am-6 pm"", ""Tuesday"": ""8:30 am-6 pm"", ""Wednesday"": ""8:30 am-6 pm"", ""Thursday"": ""8:30 am-6 pm"", ""Friday"": ""8:30 am-6 pm"", ""Saturday"": ""8:30 am-6 pm"", ""Sunday"": ""Closed""}",Monday: 8:30 am-6 pm | Tuesday: 8:30 am-6 pm | Wednesday: 8:30 am-6 pm | Thursday: 8:30 am-6 pm | Friday: 8:30 am-6 pm | Saturday: 8:30 am-6 pm | Sunday: Closed,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible car park"": false, ""Wheelchair-accessible entrance"": false, ""Wheelchair-accessible toilet"": false}, ""Payments"": {""Debit cards"": true, ""NFC mobile payments"": true, ""Credit cards"": true}}",,,https://lh5.googleusercontent.com/-9QbOGgdZhE4/AAAAAAAAAAI/AAAAAAAAAAA/UQzT4KSpJf0/s44-p-k-no-ns-nd/photo.jpg,,TRUE,116161682115760985897,Ming Wah Car Cooler,https://www.google.com/maps/contrib/116161682115760985897,,,,,"https://www.google.com/maps/place/Ming+Wah+Car+Cooler/@3.1605619999999996,101.69797779999999,14z/data=!4m8!1m2!2m1!1sMing+Wah+Car+Cooler!3m4!1s0x31cc4825fef90f07:0xa40c89cebd727649!8m2!3d3.1605619999999996!4d101.69797779999999",ChIJBw_5_iVIzDERSXZyvc6JDKQ,0x31cc4825fef90f07:0xa40c89cebd727649,11820974642975372873,-6625769430734178743,,
"car service, Kuala Lumpur, Kuala Lumpur, Malaysia",Hong Yip Motor Workshop,,Auto machine shop,"Auto machine shop, Auto repair shop",Auto machine shop,+60 16-221 4112,"29, Tepian Loke Yew, Off Jalan Loke Yew, 55200, Kuala Lumpur, Kuala Lumpur, 55200",Pudu,"29, Tepian Loke Yew, Off Jalan Loke Yew, 55200, Kuala Lumpur, Kuala Lumpur",Kuala Lumpur,55200,Federal Territory of Kuala Lumpur,,Malaysia,MY,3.1280166,101.7107777,Asia/Kuala_Lumpur,,FALSE,4.8,33,"https://search.google.com/local/reviews?placeid=ChIJ8xhJ6x42zDERu_ezC_XLwvk&q=car+service,+Kuala+Lumpur,+Kuala+Lumpur,+Malaysia&authuser=0&hl=en&gl=MY",,"{""1"": 1, ""2"": 0, ""3"": 1, ""4"": 2, ""5"": 29}",1,0,1,2,29,10,https://lh5.googleusercontent.com/p/AF1QipPdLlOAnSzMagHpMRJtWa6ePN4hby1vvX4BLY5D=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPdLlOAnSzMagHpMRJtWa6ePN4hby1vvX4BLY5D=w1600-h1000-k-no,,"{""Monday"": ""9 am-7:30 pm"", ""Tuesday"": ""9 am-7:30 pm"", ""Wednesday"": ""9 am-7:30 pm"", ""Thursday"": ""9 am-7:30 pm"", ""Friday"": ""9 am-7:30 pm"", ""Saturday"": ""9 am-7:30 pm"", ""Sunday"": ""Closed""}",Monday: 9 am-7:30 pm | Tuesday: 9 am-7:30 pm | Wednesday: 9 am-7:30 pm | Thursday: 9 am-7:30 pm | Friday: 9 am-7:30 pm | Saturday: 9 am-7:30 pm | Sunday: Closed,,,OPERATIONAL,"{""Amenities"": {""Toilets"": true}}",,,,,FALSE,None,Hong Yip Motor Workshop,,,,,,"https://www.google.com/maps/place/Hong+Yip+Motor+Workshop/@3.1280166,101.7107777,14z/data=!4m8!1m2!2m1!1sHong+Yip+Motor+Workshop!3m4!1s0x31cc361eeb4918f3:0xf9c2cbf50bb3f7bb!8m2!3d3.1280166!4d101.7107777",ChIJ8xhJ6x42zDERu_ezC_XLwvk,0x31cc361eeb4918f3:0xf9c2cbf50bb3f7bb,17997171314249693115,-449572759459858501,,
"car service, Kuala Lumpur, Kuala Lumpur, Malaysia",Vector Auto Sdn. Bhd. (Luxury Japanese Auto Specialist),http://www.facebook.com/LuxuryJapaneseAutoSpecialist,Car repair and maintenance service,Car repair and maintenance service,Car repair and maintenance service,+60 12-288 8903,"154-B, 154-B, Jalan Segambut, Segambut, 51200 Kuala Lumpur, Federal Territory of Kuala Lumpur",Segambut,"154-B, 154-B, Jalan Segambut",Kuala Lumpur,51200,Federal Territory of Kuala Lumpur,,Malaysia,MY,3.1813755,101.6775153,Asia/Kuala_Lumpur,,FALSE,4.4,28,"https://search.google.com/local/reviews?placeid=ChIJZ0ys_HFIzDERCh9Z-TqF6cs&q=car+service,+Kuala+Lumpur,+Kuala+Lumpur,+Malaysia&authuser=0&hl=en&gl=MY",,"{""1"": 2, ""2"": 1, ""3"": 1, ""4"": 4, ""5"": 20}",2,1,1,4,20,24,https://lh5.googleusercontent.com/p/AF1QipOwf9fjRLBC1sU_i8zXVJdMdNxgbcvV_6dKDcVn=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOwf9fjRLBC1sU_i8zXVJdMdNxgbcvV_6dKDcVn=w1600-h1000-k-no,,"{""Monday"": ""9 am-6 pm"", ""Tuesday"": ""9 am-6 pm"", ""Wednesday"": ""9 am-6 pm"", ""Thursday"": ""9 am-6 pm"", ""Friday"": ""9 am-6 pm"", ""Saturday"": ""9 am-6 pm"", ""Sunday"": ""Closed""}",Monday: 9 am-6 pm | Tuesday: 9 am-6 pm | Wednesday: 9 am-6 pm | Thursday: 9 am-6 pm | Friday: 9 am-6 pm | Saturday: 9 am-6 pm | Sunday: Closed,,,OPERATIONAL,{},,,https://lh5.googleusercontent.com/-c_awQQZGtkM/AAAAAAAAAAI/AAAAAAAAAAA/2IkieMimaEs/s44-p-k-no-ns-nd/photo.jpg,,TRUE,100859230610169484723,Vector Auto Sdn. Bhd.,https://www.google.com/maps/contrib/100859230610169484723,,,,,"https://www.google.com/maps/place/Vector+Auto+Sdn.+Bhd.+%28Luxury+Japanese+Auto+Specialist%29/@3.1813754999999997,101.6775153,14z/data=!4m8!1m2!2m1!1sVector+Auto+Sdn.+Bhd.+%28Luxury+Japanese+Auto+Specialist%29!3m4!1s0x31cc4871fcac4c67:0xcbe9853af9591f0a!8m2!3d3.1813754999999997!4d101.6775153",ChIJZ0ys_HFIzDERCh9Z-TqF6cs,0x31cc4871fcac4c67:0xcbe9853af9591f0a,14693421747610918666,-3753322326098632950,,
"car service, Kuala Lumpur, Kuala Lumpur, Malaysia",GoMechanic - Automobile Service & Maintenance Centre,,Auto repair shop,"Auto repair shop, Car repair and maintenance service, Car wash, Mechanic, Nissan dealer, Skoda dealer, Subaru dealer, Toyota dealer, Volkswagen dealer, Volvo dealer",Auto repair shop,+60 3-9212 1789,"475, Jalan Sentul, Sentul, 51000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",Sentul,"475, Jalan Sentul",Kuala Lumpur,51000,Federal Territory of Kuala Lumpur,,Malaysia,MY,3.1790406,101.6928198,Asia/Kuala_Lumpur,,FALSE,4.9,19,"https://search.google.com/local/reviews?placeid=ChIJXejOAhFIzDERqfieU0Gc-TE&q=car+service,+Kuala+Lumpur,+Kuala+Lumpur,+Malaysia&authuser=0&hl=en&gl=MY",,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 1, ""5"": 18}",0,0,0,1,18,229,https://lh5.googleusercontent.com/p/AF1QipOml3eWSEXA03qf51eZqJpLPQpCGsuCZBw-Ry2n=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOml3eWSEXA03qf51eZqJpLPQpCGsuCZBw-Ry2n=w1600-h1000-k-no,,"{""Monday"": ""9 am-8 pm"", ""Tuesday"": ""9 am-8 pm"", ""Wednesday"": ""9 am-8 pm"", ""Thursday"": ""9 am-8 pm"", ""Friday"": ""9 am-8 pm"", ""Saturday"": ""9 am-8 pm"", ""Sunday"": ""9 am-8 pm""}",Monday: 9 am-8 pm | Tuesday: 9 am-8 pm | Wednesday: 9 am-8 pm | Thursday: 9 am-8 pm | Friday: 9 am-8 pm | Saturday: 9 am-8 pm | Sunday: 9 am-8 pm,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Offerings"": {""Oil change"": true}, ""Amenities"": {""Mechanic"": true, ""Toilets"": true}, ""Planning"": {""Appointment required"": true}}",,,https://lh6.googleusercontent.com/--6IEWzfQT2A/AAAAAAAAAAI/AAAAAAAAAAA/8nriKeTAxgg/s44-p-k-no-ns-nd/photo.jpg,,TRUE,107856396198516257191,GoMechanic - Automobile Service & Maintenance Centre,https://www.google.com/maps/contrib/107856396198516257191,,https://gomechanic.app.link/malaysia,,https://gomechanic.app.link/malaysia,"https://www.google.com/maps/place/GoMechanic+-+Automobile+Service+%26+Maintenance+Centre/@3.1790406,101.6928198,14z/data=!4m8!1m2!2m1!1sGoMechanic+-+Automobile+Service+%26+Maintenance+Centre!3m4!1s0x31cc481102cee85d:0x31f99c41539ef8a9!8m2!3d3.1790406!4d101.6928198",ChIJXejOAhFIzDERqfieU0Gc-TE,0x31cc481102cee85d:0x31f99c41539ef8a9,3601081181449156777,3601081181449156777,,
"car service, Kuala Lumpur, Kuala Lumpur, Malaysia",Kepet Motorwork Enterprise,https://bengkel-kereta-kepet.business.site/?utm_source=gmb,Car repair and maintenance service,Car repair and maintenance service,Car repair and maintenance service,+60 12-654 8779,"No. 1, Jalan Kampung Kerinchi Jalan Kerinchi Kiri, Wilayah Persekutuan, Kerinchi, 59200 Kuala Lumpur",Kerinchi,"No. 1, Jalan Kampung Kerinchi Jalan Kerinchi Kiri, Wilayah Persekutuan",Kuala Lumpur,59200,Federal Territory of Kuala Lumpur,,Malaysia,MY,3.1113282,101.6631881,Asia/Kuala_Lumpur,,FALSE,4.7,31,"https://search.google.com/local/reviews?placeid=ChIJAwSOlCpKzDERvBVlJN6z2VE&q=car+service,+Kuala+Lumpur,+Kuala+Lumpur,+Malaysia&authuser=0&hl=en&gl=MY",,"{""1"": 2, ""2"": 0, ""3"": 0, ""4"": 2, ""5"": 27}",2,0,0,2,27,25,https://lh5.googleusercontent.com/p/AF1QipPMCV6CafsLJbj8sUiiuj0AiePmXh8KbuyoheHs=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPMCV6CafsLJbj8sUiiuj0AiePmXh8KbuyoheHs=w1600-h1000-k-no,,"{""Monday"": ""9 am-7 pm"", ""Tuesday"": ""9 am-7 pm"", ""Wednesday"": ""9 am-7 pm"", ""Thursday"": ""9 am-7 pm"", ""Friday"": ""9 am-7 pm"", ""Saturday"": ""9 am-7 pm"", ""Sunday"": ""Closed""}",Monday: 9 am-7 pm | Tuesday: 9 am-7 pm | Wednesday: 9 am-7 pm | Thursday: 9 am-7 pm | Friday: 9 am-7 pm | Saturday: 9 am-7 pm | Sunday: Closed,,,OPERATIONAL,{},,,https://lh4.googleusercontent.com/-yMNm1u3ETGE/AAAAAAAAAAI/AAAAAAAAAAA/Q4IX7wxjodY/s44-p-k-no-ns-nd/photo.jpg,,TRUE,114215100910287417825,Kepet Motorwork Enterprise,https://www.google.com/maps/contrib/114215100910287417825,,,,,"https://www.google.com/maps/place/Kepet+Motorwork+Enterprise/@3.1113282,101.6631881,14z/data=!4m8!1m2!2m1!1sKepet+Motorwork+Enterprise!3m4!1s0x31cc4a2a948e0403:0x51d9b3de246515bc!8m2!3d3.1113282!4d101.6631881",ChIJAwSOlCpKzDERvBVlJN6z2VE,0x31cc4a2a948e0403:0x51d9b3de246515bc,5897942953693091260,5897942953693091260,,
"car service, Kuala Lumpur, Kuala Lumpur, Malaysia",Top Rank Auto Service Centre,,Auto repair shop,"Auto repair shop, Auto Air-conditioning Service, Tire repair shop, Tire shop",Kedai Membaiki Kereta,+60 3-9057 8820,"49, Jalan Radin Anum 2, Bandar Baru Sri Petaling, 57000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",Bandar Baru Sri Petaling,"49, Jalan Radin Anum 2",Kuala Lumpur,57000,Federal Territory of Kuala Lumpur,,Malaysia,MY,3.067973,101.6905105,Asia/Kuala_Lumpur,,FALSE,4.1,26,"https://search.google.com/local/reviews?placeid=ChIJ9cRPTYlKzDERGuYYqlP_iEU&q=car+service,+Kuala+Lumpur,+Kuala+Lumpur,+Malaysia&authuser=0&hl=en&gl=MY",,"{""1"": 3, ""2"": 0, ""3"": 3, ""4"": 5, ""5"": 15}",3,0,3,5,15,161,https://lh5.googleusercontent.com/p/AF1QipNU3A__0qWejDbG3Ztoebplw129KKoLVbwudxeQ=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipNU3A__0qWejDbG3Ztoebplw129KKoLVbwudxeQ=w1600-h1000-k-no,,"{""Monday"": ""8:30 am-6:30 pm"", ""Tuesday"": ""8:30 am-6:30 pm"", ""Wednesday"": ""8:30 am-6:30 pm"", ""Thursday"": ""8:30 am-6:30 pm"", ""Friday"": ""8:30 am-6:30 pm"", ""Saturday"": ""8:30 am-6:30 pm"", ""Sunday"": ""Closed""}",Monday: 8:30 am-6:30 pm | Tuesday: 8:30 am-6:30 pm | Wednesday: 8:30 am-6:30 pm | Thursday: 8:30 am-6:30 pm | Friday: 8:30 am-6:30 pm | Saturday: 8:30 am-6:30 pm | Sunday: Closed,,,OPERATIONAL,"{""Payments"": {""Debit cards"": true, ""NFC mobile payments"": true, ""Credit cards"": true}}",,,https://lh4.googleusercontent.com/-DnQ9wJIapO4/AAAAAAAAAAI/AAAAAAAAAAA/8WMHXHNali0/s44-p-k-no-ns-nd/photo.jpg,,TRUE,109833709623270066431,Top Rank Auto Service Centre,https://www.google.com/maps/contrib/109833709623270066431,,,,,"https://www.google.com/maps/place/Top+Rank+Auto+Service+Centre/@3.067973,101.6905105,14z/data=!4m8!1m2!2m1!1sTop+Rank+Auto+Service+Centre!3m4!1s0x31cc4a894d4fc4f5:0x4588ff53aa18e61a!8m2!3d3.067973!4d101.6905105",ChIJ9cRPTYlKzDERGuYYqlP_iEU,0x31cc4a894d4fc4f5:0x4588ff53aa18e61a,5010535320250803738,5010535320250803738,,
"car service, Kuala Lumpur, Kuala Lumpur, Malaysia",GoMechanic - Car Care Service Station,https://gomechanic.app.link/malaysia,Car repair and maintenance service,"Car repair and maintenance service, BMW dealer, Car wash, Honda dealer, Mechanic, Skoda dealer, Toyota dealer, Volkswagen dealer, Volvo dealer",Car repair and maintenance service,+60 3-9212 1789,"Jln Tun Razak, Wilayah Persekutuan, 50450 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",Wilayah Persekutuan,Jln Tun Razak,Kuala Lumpur,50450,Federal Territory of Kuala Lumpur,,Malaysia,MY,3.1623911,101.7149583,Asia/Kuala_Lumpur,,FALSE,3.9,15,"https://search.google.com/local/reviews?placeid=ChIJad_JGds3zDERes3C-R1L_P8&q=car+service,+Kuala+Lumpur,+Kuala+Lumpur,+Malaysia&authuser=0&hl=en&gl=MY",,"{""1"": 3, ""2"": 0, ""3"": 2, ""4"": 0, ""5"": 10}",3,0,2,0,10,281,https://lh5.googleusercontent.com/p/AF1QipODJYnx_5NqpzPyjTOtBG_tZLH4Xa9TIMplgmYN=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipODJYnx_5NqpzPyjTOtBG_tZLH4Xa9TIMplgmYN=w1600-h1000-k-no,,"{""Monday"": ""8 am-8 pm"", ""Tuesday"": ""8 am-8 pm"", ""Wednesday"": ""8 am-8 pm"", ""Thursday"": ""8 am-8 pm"", ""Friday"": ""8 am-8 pm"", ""Saturday"": ""8 am-8 pm"", ""Sunday"": ""8 am-8 pm""}",Monday: 8 am-8 pm | Tuesday: 8 am-8 pm | Wednesday: 8 am-8 pm | Thursday: 8 am-8 pm | Friday: 8 am-8 pm | Saturday: 8 am-8 pm | Sunday: 8 am-8 pm,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible entrance"": true}}",,,https://lh6.googleusercontent.com/-oqqV-rYPaeY/AAAAAAAAAAI/AAAAAAAAAAA/LrLZajF0RAk/s44-p-k-no-ns-nd/photo.jpg,,TRUE,106266530519152274595,GoMechanic - Car Care Service Station,https://www.google.com/maps/contrib/106266530519152274595,,https://gomechanic.app.link/malaysia,,https://gomechanic.app.link/malaysia,"https://www.google.com/maps/place/GoMechanic+-+Car+Care+Service+Station/@3.1623911,101.71495829999999,14z/data=!4m8!1m2!2m1!1sGoMechanic+-+Car+Care+Service+Station!3m4!1s0x31cc37db19c9df69:0xfffc4b1df9c2cd7a!8m2!3d3.1623911!4d101.71495829999999",ChIJad_JGds3zDERes3C-R1L_P8,0x31cc37db19c9df69:0xfffc4b1df9c2cd7a,18445700765919137146,-1043307790414470,,
